"index"	"date"	"open"	"closed"	"difference"
2394	Dec 15 2011	1.2987	1.2988	-0.0001
2395	Dec 14 2011	1.3028	1.3019	0.0009
2396	Dec 13 2011	1.3166	1.3171	-0.0005
2397	Dec 12 2011	1.3371	1.3372	-0.0001
2398	Dec 09 2011	1.3345	1.3345	0
2399	Dec 08 2011	1.3401	1.3404	-0.0003
2400	Dec 07 2011	1.3412	1.3412	0
2401	Dec 06 2011	1.3385	1.3387	-0.0002
2402	Dec 05 2011	1.3417	1.3419	-0.0002
2403	Dec 02 2011	1.3467	1.3467	0
2404	Dec 01 2011	1.3442	1.3444	-0.0002
2405	Nov 30 2011	1.3324	1.3324	0
2406	Nov 29 2011	1.3308	1.3317	-0.0009
2407	Nov 28 2011	1.3310	1.3313	-0.0003
2408	Nov 25 2011	1.3328	1.3331	-0.0003
2409	Nov 23 2011	1.3514	1.3522	-0.0008
2410	Nov 22 2011	1.3486	1.3484	0.0002
2411	Nov 21 2011	1.3536	1.3530	0.0006
2412	Nov 18 2011	1.3455	1.3458	-0.0003
2413	Nov 17 2011	1.3443	1.3441	0.0002
2414	Nov 16 2011	1.3509	1.3507	0.0002
2415	Nov 15 2011	1.3627	1.3624	0.0003
2416	Nov 14 2011	1.3788	1.3787	0.0001
2417	Nov 11 2011	1.3612	1.3610	0.0002
2418	Nov 10 2011	1.3527	1.3527	0
2419	Nov 09 2011	1.3827	1.3826	0.0001
2420	Nov 08 2011	1.3760	1.3760	0
2421	Nov 07 2011	1.3795	1.3789	0.0006
2422	Nov 03 2011	1.3693	1.3690	0.0003
2423	Nov 02 2011	1.3658	1.3656	0.0002
2424	Nov 01 2011	1.3865	1.3860	0.0005
2425	Oct 31 2011	1.4142	1.4140	0.0002
2426	Oct 27 2011	1.4175	1.4174	0.0001
2427	Oct 26 2011	1.3872	1.3877	-0.0005
2428	Oct 25 2011	1.3904	1.3905	-0.0001
2429	Oct 24 2011	1.3924	1.3922	0.0002
2430	Oct 20 2011	1.3780	1.3779	0.0001
2431	Oct 19 2011	1.3764	1.3765	-0.0001
2432	Oct 18 2011	1.3734	1.3740	-0.0006
2433	Oct 17 2011	1.3743	1.3744	-0.0001
2434	Oct 13 2011	1.3743	1.3736	0.0007
2435	Oct 12 2011	1.3789	1.3792	-0.0003
2436	Oct 11 2011	1.3644	1.3646	-0.0002
2437	Oct 10 2011	1.3633	1.3635	-0.0002
2438	Oct 06 2011	1.3427	1.3429	-0.0002
2439	Oct 05 2011	1.3340	1.3340	0
2440	Oct 04 2011	1.3327	1.3330	-0.0003
2441	Oct 03 2011	1.3194	1.3195	-0.0001
2442	Sep 29 2011	1.3582	1.3586	-0.0004
2443	Sep 28 2011	1.3546	1.3538	0.0008
2444	Sep 27 2011	1.3585	1.3582	0.0003
2445	Sep 26 2011	1.3520	1.3518	0.0002
2446	Sep 22 2011	1.3479	1.3481	-0.0002
2447	Sep 21 2011	1.3585	1.3586	-0.0001
2448	Sep 20 2011	1.3691	1.3694	-0.0003
2449	Sep 19 2011	1.3604	1.3606	-0.0002
2450	Sep 15 2011	1.3867	1.3869	-0.0002
2451	Sep 14 2011	1.3748	1.3746	0.0002
2452	Sep 13 2011	1.3681	1.3686	-0.0005
2453	Sep 12 2011	1.3658	1.3660	-0.0002
2454	Sep 08 2011	1.3904	1.3904	0
2455	Sep 07 2011	1.4084	1.4086	-0.0002
2456	Sep 06 2011	1.4004	1.4003	0.0001
2457	Sep 01 2011	1.4262	1.4262	0
2458	Aug 31 2011	1.4375	1.4375	0
2459	Aug 30 2011	1.4435	1.4433	0.0002
2460	Aug 29 2011	1.4526	1.4524	0.0002
2461	Aug 25 2011	1.4374	1.4373	0.0001
2462	Aug 24 2011	1.4411	1.4412	-0.0001
2463	Aug 23 2011	1.4437	1.4437	0
2464	Aug 22 2011	1.4361	1.4361	0
2465	Aug 18 2011	1.4321	1.4324	-0.0003
2466	Aug 17 2011	1.4429	1.4429	0
2467	Aug 16 2011	1.4402	1.4398	0.0004
2468	Aug 15 2011	1.4438	1.4438	0
2469	Aug 11 2011	1.4222	1.4226	-0.0004
2470	Aug 10 2011	1.4129	1.4125	0.0004
2471	Aug 09 2011	1.4380	1.4383	-0.0003
2472	Aug 08 2011	1.4177	1.4171	0.0006
2473	Aug 04 2011	1.4066	1.4067	-0.0001
2474	Aug 03 2011	1.4345	1.4353	-0.0008
2475	Aug 02 2011	1.4176	1.4173	0.0003
2476	Aug 01 2011	1.4271	1.4262	0.0009
2477	Jul 28 2011	1.4334	1.4332	0.0002
2478	Jul 27 2011	1.4375	1.4373	0.0002
2479	Jul 26 2011	1.4504	1.4508	-0.0004
2480	Jul 25 2011	1.4368	1.4372	-0.0004
2481	Jul 21 2011	1.4418	1.4420	-0.0002
2482	Jul 20 2011	1.4269	1.4270	-0.0001
2483	Jul 19 2011	1.4174	1.4173	0.0001
2484	Jul 18 2011	1.4111	1.4112	-0.0001
2485	Jul 14 2011	1.4158	1.4157	0.0001
